[LINC 3.0] 팀 리더십 캠프(응용) 참여 모집 안내,https://dap.deu.ac.kr/StdNotice02.aspx?NoticeMst=007&NoticeNo=1242&KeyField=T&KeyWord=&PageNo=1,2022-12-12
[파워반도체인재양성센터] 파워반도체 전문 인재양성 Application 트랙 교육생 모집,https://dap.deu.ac.kr/StdNotice02.aspx?NoticeMst=007&NoticeNo=1241&KeyField=T&KeyWord=&PageNo=1,2022-12-09
[파워반도체인재양성센터] 파워반도체 전문 인재양성 마케팅트랙 교육생 모집 요강,https://dap.deu.ac.kr/StdNotice02.aspx?NoticeMst=007&NoticeNo=1240&KeyField=T&KeyWord=&PageNo=1,2022-12-06
"[학생상담센터] Contest "" 내 마음 V-Log"" 신청 안내",https://dap.deu.ac.kr/StdNotice02.aspx?NoticeMst=007&NoticeNo=1239&KeyField=T&KeyWord=&PageNo=1,2022-12-06
"[평생교육원] 4학년대상 정부지원 유튜브,전산세무,CAD,컴활 자격증 훈련생모집",https://dap.deu.ac.kr/StdNotice02.aspx?NoticeMst=007&NoticeNo=1238&KeyField=T&KeyWord=&PageNo=1,2022-12-06
[파워반도체인재양성센터] 반도체공장설계 트랙 교육싱 모집공고,https://dap.deu.ac.kr/StdNotice02.aspx?NoticeMst=007&NoticeNo=1237&KeyField=T&KeyWord=&PageNo=1,2022-12-06
